Sleep_Duration,Stress_Level,Physical_Activity,Heart_Rate,Quality_of_Sleep
4.152514760464571,6,96.89238044159366,74,0
4.647348561959827,3,98.04637667432058,99,1
4.188575114120406,2,85.43192214189975,61,1
7.818462467582682,6,73.58874008446985,90,1
5.88613588645796,4,55.09278330368788,89,1
7.051424146988216,7,117.1272949198459,62,1
9.445398843556557,2,102.06394305556674,68,2
5.495753374893249,3,92.58828204461084,74,1
6.462297538213779,10,69.84379397616533,75,0
8.533306831258292,5,54.43635231554857,89,1
5.372788992949735,8,14.323932571053307,88,0
4.461879458972758,5,92.49327297837685,95,1
5.738508717482608,9,18.34573241521148,89,0
4.9673277235240265,8,51.737241571281324,96,0
9.578185914055439,2,21.945346104299496,91,2
8.848722277386502,8,78.3349048279956,75,1
7.800422539062541,4,115.32304981961971,64,2
9.228763541126305,7,65.85887088879656,97,1
8.822032461394688,7,40.51534864713351,72,1
5.119420353316215,2,108.0207023273768,82,1
9.355353990939866,1,62.562869691057024,76,2
7.2360534514939046,2,80.84889334165929,65,2
8.844640930984376,4,13.841364063137554,88,1
9.376547799540958,10,112.70417833969903,93,1
5.908020849831184,7,52.188547593506314,65,1
4.66031154716606,3,71.79706306197602,73,1
5.36761097525165,3,108.04777822155101,63,1
6.562646731757538,6,104.21307382144826,75,1
8.90808859553496,6,95.84527958286155,72,2
9.164383499538062,4,108.60607612394347,65,2
4.041712783187144,10,92.21639002556584,92,0
7.064483815465394,5,92.11792270251502,75,1
6.504466018892674,4,97.10496954552097,65,1
5.332646862824381,2,65.64328182949646,65,1
4.719192204002097,1,46.99114283044386,70,1
6.025691028421768,1,47.29892520652531,93,1
9.657458223475114,3,27.564808510774508,77,2
5.939217592124532,4,118.78934942345931,66,1
7.112743730460196,10,57.783649547926146,83,0
8.218113753371068,7,25.37955347512678,76,1
6.181777614275764,1,85.55864061849886,84,2
9.830692496325764,2,51.324871098800116,96,2
9.774683769652668,1,44.89547675794716,92,2
5.510693774952185,7,114.56638920464553,96,1
6.983491035354312,2,59.63371034351483,66,1
5.805269858900618,3,71.79597679825754,95,1
5.709042966264805,6,48.980093253907846,70,1
4.221321684127197,10,14.373020028350398,77,0
7.657386003879381,1,38.85346145813796,64,2
7.016074139373169,2,54.945637284057895,71,1
4.308872507499936,10,29.821054950925497,65,0
5.671878785419668,3,68.0188833252886,85,1
9.449595315799922,8,70.25742582138611,70,1
5.437371344001835,7,109.14091214316159,91,1
4.8693692325473386,5,14.663757137909862,70,0
6.936716561665378,9,88.29967046688245,73,1
9.913902724663604,10,115.98289014993226,60,1
5.452331629069002,10,16.656676860253192,67,0
8.03281328443527,9,81.77943738970238,99,1
8.569717691972306,8,15.981212052191065,94,1
5.425825263954398,7,59.05075318501766,97,0
8.369298091671158,7,36.78545133055883,83,1
6.20669879631552,3,59.6740535466112,86,1
7.793834983561477,9,43.009013691552,82,1
7.801178264565368,10,59.53302395462441,78,1
7.214648104448551,2,68.95289734607707,99,2
4.54173862032645,9,51.98087269157501,76,0
9.011814973535428,7,50.03874577348494,82,1
5.9246803898304155,3,54.95828851545659,60,1
5.119111062399125,2,14.55856949314736,76,1
4.2446508493285835,7,57.23128730850267,98,0
7.545357659129451,5,21.837320641132344,75,1
8.065386171053694,1,113.16199972549025,67,2
4.099526973567137,8,119.94237845972816,74,0
7.072558349795686,1,34.09812030911688,67,1
5.358974651187628,10,13.688850001429685,97,0
7.871036742456699,6,46.207875137710374,89,1
5.046198574029948,9,80.51710916790469,77,0
8.145626428614795,7,30.01187186074262,64,1
6.3204120778032244,7,77.99460056634423,94,1
9.620379932420407,8,64.76079617590985,89,1
4.8251256648759595,4,98.46950241885723,96,1
6.046398106301551,7,90.74481845301955,81,1
4.680841127443534,3,108.63627075823854,67,1
9.548161709671376,7,97.42979016441446,86,2
9.264036120285887,7,53.47697883234911,86,1
5.547649766290934,1,98.58782082717518,63,1
7.959904276205075,2,67.79054214321356,95,2
8.903333201207296,5,42.59718162503429,70,1
7.331204869596774,3,50.16263520742536,98,1
7.177903470136039,4,40.22538348458626,87,1
5.45111374540271,7,70.37078436995576,90,1
4.558616606835395,2,97.20841825428901,82,1
9.38329454771996,10,10.683426551848799,70,1
9.402508342979983,4,87.41152214149817,70,2
7.798608743639607,2,111.201233146677,60,2
6.034178746292204,6,78.39891988878873,99,1
6.095257447675966,6,92.62024418091981,64,1
8.355734073221436,3,60.34521411632751,62,2
9.382661559715462,9,20.011475878064882,98,1
9.322518545590704,8,95.66930292711088,92,1
8.679253275145744,7,41.475953925548325,84,1
7.852189876925727,5,41.81887082719645,92,1
4.504839789970293,1,10.62868577519928,80,1
4.969772284567682,7,33.78866340346222,60,0
9.391325131162475,9,67.28079739966381,78,1
7.638574357957539,3,87.88168758622515,81,2
4.055182309699778,2,81.62006701845445,73,1
4.608829257196192,6,72.337564696029,89,0
7.981010614648335,7,77.7071627914576,94,1
4.030369503077312,10,62.507306788471155,94,0
4.964848308504992,6,27.065097138127058,86,0
7.2924027361995165,2,34.9978363068829,98,1
8.15137118615616,2,61.175381973192515,89,2
7.911767557015603,8,111.22041277514603,85,1
5.3456158567633585,7,51.08981195764089,79,0
8.273075328085216,9,91.62715006858357,88,1
5.4234945249808,5,61.17327176873354,92,1
5.952398188955606,2,95.82211675103582,82,1
8.478948430708144,9,39.81185779705194,72,1
7.8977973942832875,4,57.2558547543175,77,1
9.095340462965067,10,65.54031511945207,74,1
7.94567735380206,8,19.822891169390655,76,1
7.40985162001283,3,119.6085785188091,74,2
4.562048606968554,5,86.05705800911048,68,1
6.206294818356601,10,46.94244764957246,64,0
5.591214206090353,7,62.13482900799992,60,0
5.463937860274502,7,112.264947050534,76,1
9.838063328514673,7,67.13529597086858,61,1
6.358586348000562,10,108.33608079206886,83,1
9.352279331062679,8,31.02895735837945,97,1
7.786831755983577,9,28.497975006243678,89,1
8.768867821249891,10,110.28744136907127,80,1
7.015822558631153,10,81.64312035672266,97,1
7.461423307758155,6,13.909269605888033,77,1
6.955106162913183,8,63.091491581302606,79,1
5.171457926788267,9,40.04887012373673,84,0
8.334712691569031,1,33.213914313951655,61,2
5.684634174645135,8,13.752436041113578,81,0
4.1458957985887235,7,116.12799694677622,67,0
7.872833775443007,9,41.83884796678944,71,1
5.062664076442294,1,47.419656731633786,94,1
9.642751506117486,7,56.46710279751013,64,1
9.723571462015524,5,76.5771245221105,84,2
9.489186341322691,7,58.8047928679272,89,1
6.220952201532667,6,97.48918922801886,95,1
4.092739699173205,1,58.33162821565132,91,1
9.569911375526353,1,16.544145754952833,72,2
6.569104889903886,7,10.297360959739057,88,0
9.799928914262019,3,69.57093125501527,71,2
9.781719862535518,6,99.47185150888231,84,2
9.11805673280416,7,58.49985565535536,76,1
5.766693352417514,4,106.07921046880477,71,1
6.310586371611551,5,42.52299632913782,70,1
9.106820029101142,6,98.3337108384477,85,2
5.901532030937666,8,76.13129734176798,82,1
5.016956480116555,8,107.40108125881669,95,0
7.340807574750101,3,46.98554750084938,88,1
9.616928644964686,1,85.78156934078807,80,2
8.176178780049838,1,24.75322978935767,88,2
7.42036702053619,7,25.819795365546106,84,1
4.583058962624611,1,14.452766010558028,85,1
7.690043360195018,2,12.638138978887348,87,1
9.94032310062558,4,30.095158962046508,86,2
4.840504091419144,10,42.18776705142184,64,0
7.10997791418242,7,70.82457923023287,63,1
9.264238431567733,3,28.4558817400302,78,2
8.444611706525226,3,93.30321773837129,99,2
8.182094445971607,4,97.56953556713158,62,2
8.214904503922655,2,80.04844322474615,64,2
6.156946907318531,9,84.38779329794315,87,0
5.761551065586961,2,46.669389189320874,64,1
8.856166932871082,3,19.46884782078186,68,1
8.860680368075084,3,69.20929776727377,81,2
9.202433911480622,4,92.66306618413645,93,2
9.479443315338827,7,89.36262989995727,86,1
7.068054393165626,3,67.0303615420678,98,1
7.009097768123198,10,70.4335720587502,82,0
8.789771073800651,9,83.41778644085515,60,1
7.899783584666591,2,41.51875871153011,87,2
8.21180126354622,10,61.96083107178203,91,1
8.774756016616607,3,98.15864719936063,85,2
9.340032050905398,5,62.03073124454576,82,2
6.027970941109215,4,77.11962520559163,67,1
6.253497715839664,2,16.033057596869455,84,1
4.563891639045214,10,97.68431266800465,88,0
7.469680845977043,10,23.184253345624615,87,0
4.2156536427804525,10,36.70313780069427,90,0
6.793588108794761,7,111.53872644148827,63,1
7.25586780824546,10,20.163925491104187,99,0
5.719247512769707,6,48.752291106300206,70,1
7.5449995634140645,10,114.37946508812064,88,1
4.183001499634297,2,100.8125665493975,94,1
4.224089132495287,1,55.058272221910855,89,1
8.935603363957949,9,57.75181132484505,86,1
6.161143848467577,6,119.48073974568257,73,1
4.762363075911309,10,83.55402652384763,71,0
7.133459560328826,7,59.36700013079243,92,1
8.619961318591665,9,20.550170084238708,71,1
5.294926164981059,5,57.74477507832241,85,1
7.737342854914002,9,87.13759941978543,68,1
4.512084789962608,9,18.916478776286866,66,0
4.310090327011646,9,94.93820780771051,65,0
7.188127789408888,8,53.896279231712796,71,1
7.243810729660639,2,38.81018246158301,70,1
7.824579408989239,3,11.532445846992372,87,1
8.35654800233597,5,32.81839365504868,70,1
9.855112476775208,7,39.138620042335035,85,1
7.097802089807172,10,70.97964198516284,73,0
5.937738837647476,4,109.77650268677806,60,1
8.771117168612221,9,116.14454517978054,93,1
5.624993507572445,2,14.12151331749792,78,1
6.633828524233817,7,28.47863038695384,79,1
4.470738288053596,4,34.32703225220285,61,0
4.152104460492745,2,110.77612255834809,68,1
9.77589048806755,8,85.54924889928155,95,1
9.015880723073234,4,42.89425333572953,61,2
8.175845236562187,2,28.696969810964884,87,2
6.45371766648562,2,76.55156210676225,94,1
5.039765920425075,6,110.154587296689,69,1
4.938622256026516,4,111.80108973784567,82,1
5.501457388987572,1,81.3471558606545,74,1
7.295359988236723,3,35.271112035542785,92,1
8.287575536200375,9,106.35039309919955,87,1
7.961184260306387,8,53.77106142218304,68,1
5.679603381675657,5,91.28434773981662,93,1
9.729191683979165,9,43.41352606230167,65,1
8.427381500174612,4,95.05902336655515,87,2
7.326124315068404,5,81.46542766909519,60,1
7.670324477406114,1,62.74249244086389,85,2
6.517600374566739,4,102.09217620258268,79,1
5.486385937006945,7,95.89167023591285,96,1
6.135836071907569,4,82.61886763787601,67,1
8.547076662786214,10,44.058336734158125,63,1
4.086360931778535,2,100.40355749539096,62,1
4.696435843041497,5,108.9996285948851,76,1
4.2760158521305165,6,38.43948239366678,66,0
4.244372813913821,8,26.228869099574123,88,0
9.132763504066043,8,114.01081372638221,91,1
8.221947156280141,9,30.927525482752557,87,1
6.845042974523951,6,109.44438176094172,71,1
4.587004963906009,9,66.44200718051138,80,0
6.949695250700994,3,83.92751564617218,64,1
6.840830624683394,7,75.24242081451767,62,1
5.039211219460091,6,100.74353327133016,60,1
6.603109895427838,2,24.879518347180912,82,1
6.39102840638424,1,98.71521666140862,99,2
7.695100588313299,7,95.10858459703623,64,1
7.810561905205863,7,93.94116807883078,93,1
4.2718240586322676,9,23.65170309894686,99,0
6.247675687758827,7,40.517807523178476,99,1
7.755159494285419,2,99.07275288761362,71,2
7.018817551480526,4,104.69951091989255,72,1
9.138939047129934,5,18.59211076588022,77,1
7.95216178971367,8,91.37833539208735,81,1
4.977606562488578,6,75.96158922052163,90,1
4.423412484402579,6,69.58790209450524,72,0
7.854515669237894,6,56.981223377065405,97,1
4.159067863249731,6,102.00953895075493,77,1
7.51465348764078,4,98.6118476977351,72,1
9.641381448549746,9,75.20591629286862,76,1
7.452845067255273,9,62.61854016716633,87,1
6.329019557239132,6,28.699832347624994,88,1
7.859729310654119,9,68.13280585482266,70,1
6.749517342949099,2,116.45351893420752,68,2
7.273700735895609,9,80.60754408732153,61,1
9.648788852659152,10,17.299840832736813,71,1
6.316615826804646,8,94.42726569964869,88,1
9.767143382943486,9,107.62581556809667,73,1
9.432103851736382,3,117.36583907929608,76,2
5.174746808735779,10,21.17865668367652,76,0
4.416167805250993,3,67.98575072075187,66,1
4.60466800826456,10,27.664599422755163,76,0
4.109330953909298,8,98.97179589914799,73,0
4.56665776453557,5,63.80326496546031,88,1
8.09804064049814,7,107.49987466535279,81,1
4.427131890761374,5,102.30220174664915,86,1
5.913853781762568,8,37.72615950261675,61,0
9.069251865816728,10,50.505093182484096,67,1
4.139631614414955,10,60.43802733654477,67,0
8.886810895533614,10,45.70533167793061,85,1
5.691128648640399,8,84.43063513176718,70,1
4.7089889657299375,1,47.918051219820576,71,1
8.180422992184905,6,25.410901577874313,82,1
7.773657080679304,4,104.28851626796201,75,2
9.264832081162318,1,65.9421069991972,85,2
8.410426262823314,8,14.234212860486828,62,1
8.820885582309092,5,35.686117411232026,98,1
5.692207435427839,1,80.37838106154125,82,1
5.064637262678337,2,119.49065110874731,95,1
8.50368850984515,7,118.29887123792732,60,1
8.841008435603584,10,29.719122341423173,79,1
9.94303085200404,9,79.88172845247405,77,1
6.475706061468559,6,13.507512884139548,72,1
6.232108514756699,10,78.61215855019927,69,0
8.65847776445198,4,15.074814803263434,87,1
6.0448212415181075,3,81.4398895587162,86,1
9.584543953621388,1,118.68613070978991,70,2
9.15047651105807,4,107.78481616311848,62,2
6.5739641642501105,3,15.270709387384791,76,1
8.505226406748985,3,91.67877123268892,72,2
8.527257244508094,2,100.84986037430252,80,2
4.618743213015596,10,94.64198048766033,87,0
9.4153174400774,2,84.3898358377383,72,2
7.031514234687143,3,82.37219066436168,62,1
8.95874479664645,7,68.18284010131947,92,1
5.92029760618367,3,67.73598815842473,71,1
9.373139370977203,1,10.129451552548602,71,2
6.335210072404979,5,96.92098919184527,86,1
4.06502590888179,8,106.75309109079848,60,0
9.432291858515581,8,100.11092643691009,66,1
4.547720060716801,5,110.42397313763638,60,1
5.915881825542489,8,97.87249505596681,68,1
9.70037180230483,4,58.061153540767634,96,2
9.703642881625337,3,60.445895333727485,82,2
7.440627328739716,2,57.13456462741059,67,1
7.791023273018796,6,29.78739385484306,62,1
6.690673131869919,8,25.5032684108442,86,0
5.759264630188387,8,96.75145522540089,98,1
5.971987272219495,6,106.58933500156267,91,1
8.03511073646223,7,94.37622215494733,99,1
8.51424717662608,2,88.36349868969741,70,2
8.749474262355092,5,47.96790523967633,72,1
8.737708856767323,4,81.12618974533056,82,2
4.547236618292143,2,19.465260160710596,91,1
6.966521828215489,8,47.35051202822806,89,1
4.345352560099865,7,96.12952154213792,81,0
7.297173293942413,5,23.41306159031632,63,1
6.6491830082402625,10,12.821262610525277,67,0
9.326225096549798,5,83.94937844125047,89,2
6.105490075312472,7,80.92378613582788,73,1
4.702402098565635,9,21.12131853113103,64,0
4.857950092317015,5,81.81771639756072,86,1
8.569063790304833,5,109.21924233406882,66,2
7.709308379897566,1,30.288673276947186,78,2
4.606736056736741,1,26.97731036080901,67,1
4.504640836689985,4,22.499950056599463,88,0
8.20581478875472,5,112.13593878770253,86,2
4.436578038185161,2,61.835643850800295,96,1
8.931160355742136,5,21.45429499187253,95,1
8.237453362938977,1,86.42835630719571,97,2
4.488092683851399,4,45.03147054337873,65,1
4.509026284511151,3,84.38013121499584,96,1
9.919837471007053,8,100.53705939050373,90,1
6.245624774536722,4,65.50362193004973,74,1
6.223852882401346,8,103.25628896161601,80,1
8.876797403545016,2,50.864412961407794,65,2
9.683491464303152,1,17.949068458451315,91,2
9.916006382937226,1,35.09084868014079,95,2
8.520269111553649,4,119.6485514454192,84,2
6.257557513185494,4,72.31694416582275,83,1
4.501004300192013,7,28.64154336716899,70,0
8.662881495564621,2,79.4958268268673,75,2
7.350425498414831,2,95.2949681592818,99,2
6.5453320554818575,2,50.57604500118189,65,1
9.438126310568416,1,25.461462606857083,68,2
4.667184893836908,3,10.075096455896082,72,1
6.955750625745155,5,114.48241088636868,78,1
4.068121868604514,2,69.1037274889818,80,1
6.811963851964758,3,72.14780874998291,74,1
4.3378196540910245,7,109.69431569051041,82,0
4.712907497608431,7,79.34590090166932,88,0
4.7051574806626295,7,29.891610178841997,69,0
7.895261812696381,1,72.17227152275268,68,2
8.47626927559254,7,97.1231490130793,88,1
7.500212590582958,4,61.03981228303528,61,1
9.77303529084725,7,45.61601530409761,75,1
6.249223477142224,4,95.68640197519305,68,1
5.714272517691164,6,36.55048238577488,92,1
9.211594769136761,5,28.98312061154248,84,1
5.341575031116716,3,44.81327128452054,76,1
9.779335236643668,1,31.98062276929761,99,2
4.0729268481388985,5,103.35881064204013,85,1
9.819272960245835,1,93.09388944130922,97,2
4.258959471703457,4,49.524193290061206,99,1
9.346858682188426,3,94.11639567791055,78,2
7.166206654517799,3,11.593590535056308,61,1
9.957788776715802,4,93.61353809488993,66,2
4.442779388412394,9,92.26225508577795,79,0
7.323125706407925,3,49.5905418577039,86,1
9.815815213714593,7,39.07163174676565,94,1
7.138587065020893,7,60.75336318952655,87,1
7.776391828811575,7,51.2145499963531,96,1
8.174492133907703,3,35.50996060092756,82,1
6.727246388606639,4,17.355852963823708,78,1
7.765348480504381,10,105.7579386931864,61,1
7.505885871538601,9,10.415475222438154,69,0
9.406948062945933,3,79.75276135079018,86,2
4.272678282048747,6,104.2991067148573,85,1
5.685779137553382,9,60.3562666859604,89,0
9.702468904459352,10,90.28771281493829,80,1
9.341582703345498,3,58.201510378903606,93,2
6.733940516714277,10,114.93907145522283,79,1
7.720795586809221,9,30.313737882856323,90,1
5.664287097886796,9,112.74655223956019,84,1
5.128726958342568,5,58.665394216545366,72,1
6.782190429639893,3,38.66547867103503,80,1
6.120113368156317,2,76.86630260147078,67,1
7.501936671105232,2,54.4263129336875,84,1
4.466407821789909,5,53.76973224712781,64,0
9.846368845996999,3,73.04856626360248,84,2
9.917264466877617,7,43.15714646708515,77,1
8.18897028411847,1,18.302502438727586,76,2
7.216578198064722,6,35.95534711599559,61,1
5.857165697717966,5,118.56346916120923,69,1
8.882770118241691,4,45.06816551543508,89,1
8.108387035323275,9,39.71258734684051,81,1
4.975701636069347,8,66.63619069579985,95,0
9.465563106963055,3,115.02500579842025,65,2
8.935223457539013,6,59.832202372157305,83,1
9.698799479751544,9,112.5153744422039,61,1
8.35431705033016,5,59.75427860805154,64,1
7.680491175614739,9,35.539347926611455,61,1
6.509458217743713,2,101.0347849818315,73,2
9.596370900124079,5,17.889784324897278,86,1
9.19638333700245,2,64.63262407865629,69,2
4.271312020637136,6,92.52224972268172,76,1
4.158201846983512,3,61.34345462382754,97,1
6.258780201268298,6,87.29587553426342,61,1
8.863319984690998,7,102.24736482625292,85,1
9.923656775889667,5,49.856292247064296,86,2
4.902501346621169,6,112.30110863182036,93,1
7.564784292112811,4,93.02151069210066,60,1
6.285345139786129,6,54.81016701271073,99,1
9.819486386887618,7,29.661737358571656,62,1
9.052713538814253,9,114.83874226293526,86,1
9.029972228266827,3,60.35695372648408,79,2
6.812158958769822,3,77.13718674792749,83,1
6.488917014025991,1,34.36028241265171,95,1
5.640442431584237,5,117.37551238981722,64,1
4.338252979905563,9,107.8579297710094,74,0
9.188334257530318,6,36.17860881467024,86,1
8.877406054780465,3,108.12827663457216,86,2
9.998306039716784,10,78.23594199009283,65,1
9.979821022443431,7,56.22986849828676,63,1
7.332590233615765,9,76.4030752515568,61,1
8.613924491083063,7,84.7322936859076,63,1
9.668594379294568,2,93.79333642361404,80,2
9.097884344064468,10,112.23113711235511,74,1
5.484088610459186,1,74.1985756702302,94,1
6.703264811860561,1,41.72980030685457,94,1
4.77495649090897,3,32.27019041652683,94,1
9.724306163552335,9,112.24831987128907,72,1
7.63704780670528,1,100.10054596882803,72,2
5.371856833020776,1,55.066442272000046,84,1
8.03020410643514,9,30.59407386855476,98,1
7.708769442747375,8,79.71238976922294,91,1
6.148976308197043,9,119.39679530583923,96,1
4.681345553197774,7,20.2674220604933,92,0
8.029439173556797,2,97.99375732292826,60,2
7.121846205422759,3,50.49953787470471,71,1
8.633910350413835,5,76.7164727200658,91,1
7.12098100667196,4,78.63965311427296,97,1
9.113089001911241,9,18.519092160222957,92,1
7.311441032646913,3,16.96322535689915,95,1
7.365627829212317,6,38.30524168068648,85,1
9.25992161595007,8,96.49289854013792,91,1
6.420897197274382,5,95.29685064110254,65,1
4.804091370703844,7,37.58755564381119,95,0
4.172696057880033,6,89.14731143893103,68,0
8.530823534041714,6,27.22944015673106,75,1
7.7218573081207875,9,112.8043196827844,63,1
8.22447860859534,3,28.600226391926018,88,1
5.277784969053465,1,97.77392941707244,66,1
4.818228853520619,6,92.79392524552215,72,1
4.087267994007291,4,97.05883040569839,61,1
6.103525352839582,3,55.46601566079945,80,1
7.539506121127799,4,54.47688809099282,76,1
6.353464270598394,5,42.099068034901784,64,1
6.624849532142374,4,49.72894225742422,63,1
9.424952166962491,10,26.02984796183258,68,1
6.089532802139802,3,73.85467818593375,91,1
7.083936934958865,2,24.587960694701653,82,1
8.701918076446859,1,79.62643453481324,79,2
6.379256693927621,4,104.26150136022412,86,1
7.732520201367241,7,27.172218246030646,88,1
9.17418225248047,2,108.80255189587288,82,2
9.697123741945852,10,57.568369775934606,99,1
4.882440885574228,6,98.44101793280547,88,1
9.559525750968966,6,62.182710206987416,74,1
6.952697758477229,8,49.35933405084093,92,1
5.54946632979375,9,24.03012368991842,91,0
6.754814537429568,3,77.99399354433763,99,1
9.880195451712861,10,51.655308361541486,82,1
6.955708563957217,3,16.023087440428768,94,1
5.9725096617250495,6,24.891098599889098,74,1
7.800405125900355,7,41.697678489331096,62,1
5.440873712669158,7,58.11093044874788,70,0
4.455179968651984,3,12.434848863495935,85,0
4.773278331463896,8,118.92300565716421,62,0
4.768275033746635,3,42.58138930142643,88,1
4.911416161073766,9,22.806478689108182,87,0
4.83296303589646,2,26.23621911382095,73,1
7.845248468819287,7,109.51989835686813,99,1
5.0912805063948685,2,92.92222679493777,71,1
6.074003699943179,2,87.85488364557625,95,1
9.380730459436071,5,72.04719079616108,70,2
6.843769841577235,4,13.072604920152251,79,1
8.005346431126164,9,43.99338357959824,90,1
5.033919227209779,2,119.64773630044999,63,1
5.153734112852025,7,31.58501018309066,91,0
4.245211697598873,2,103.04009214561702,68,1
5.013610378432987,4,86.46654170787481,70,1
5.671542034191752,6,14.576186639849094,85,0
5.062062905660481,10,109.91667213618207,93,0
4.532215202542334,9,26.207683675678105,96,0
4.723815226603605,7,42.647798243240324,64,0
6.764672608196355,5,28.926235704702858,89,1
5.238002310434755,8,32.429872904834184,63,0
6.185619166288452,9,97.26053167515866,92,1
7.020503625129141,4,41.65319681578394,95,1
8.142368971776191,3,74.90313985498717,86,2
4.235872839046594,1,82.84030136287575,93,1
8.796462393454256,6,98.65291557716799,87,1
7.767402336945446,8,63.433446219536805,84,1
4.4905541916932314,1,58.28646060962939,82,1
9.241471744640663,6,33.63705088541022,72,1
9.525234403190879,4,16.4510610945166,90,1
4.366467759129183,8,49.92127267619701,88,0
5.661265888883222,10,21.573082612783313,82,0
8.837207678758368,9,47.90526199735415,82,1
8.48955814230195,8,21.35219467085163,96,1
5.107126116138264,3,77.99342594734154,88,1
5.256095940020262,5,88.7532166810288,71,1
6.222832616748292,5,51.59072026614931,91,1
6.907137911146128,1,116.0437990990173,60,2
7.709528629181776,10,91.43461431483514,78,1
6.213481837418635,3,119.95946719710793,83,1
6.775208296798887,4,34.13989515085866,99,1
8.48482562880254,1,53.06870766399209,84,2
4.220099217343588,7,32.99393036739607,66,0
5.514621666064125,2,17.46541058509102,85,1
8.280097515307315,3,16.34024337252983,77,1
